No_,Name,Search Name,Name 2,Address,Address 2,City,Contact,Phone No_,Telex No_,Document Sending Profile,Ship-to Code,Our Account No_,Territory Code,Global Dimension 1 Code,Global Dimension 2 Code,Chain Name,Budgeted Amount,Credit Limit (LCY),Customer Posting Group,Currency Code,Customer Price Group,Language Code,Registration Number,Statistics Group,Payment Terms Code,Fin_ Charge Terms Code,Salesperson Code,Shipment Method Code,Shipping Agent Code,Place of Export,Invoice Disc_ Code,Customer Disc_ Group,Country_Region Code,Collection Method,Amount,Blocked,Invoice Copies,Last Statement No_,Print Statements,Bill-to Customer No_,Priority,Payment Method Code,Format Region,Last Modified Date Time,Last Date Modified,Application Method,Prices Including VAT,Location Code,Fax No_,Telex Answer Back,VAT Registration No_,Combine Shipments,Gen_ Bus_ Posting Group,Picture,GLN,Post Code,County,EORI Number,Use GLN in Electronic Document,E-Mail,Home Page,Reminder Terms Code,No_ Series,Tax Area Code,Tax Liable,VAT Bus_ Posting Group,Reserve,Block Payment Tolerance,IC Partner Code,Prepayment _,Partner Type,Intrastat Partner Type,Exclude from Pmt_ Practices,Image,Privacy Blocked,Disable Search by Name,Allow Multiple Posting Groups,Preferred Bank Account Code,Coupled to CRM,Cash Flow Payment Terms Code,Primary Contact No_,Contact Type,Mobile Phone No_,Responsibility Center,Shipping Advice,Shipping Time,Shipping Agent Service Code,Service Zone Code,Price Calculation Method,Allow Line Disc_,Base Calendar Code,Copy Sell-to Addr_ to Qte From,Validate EU Vat Reg_ No_,Id,Currency Id,Payment Terms Id,Shipment Method Id,Payment Method Id,Tax Area ID,Contact ID,Contact Graph Id,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
25088TS,นาย นัฐพล สรรพสาร,นาย นัฐพล สรรพสาร,,24/9 หมู่ที่ 4 ถนนสังฆสันติสุข,,เขตหนองจอก,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20126,1,,,25088TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.167+00,2024-06-05 00:00:00+00,0,0,,,,3340400596824,0,O,,,10530,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,D3ED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.637+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.173+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25091TN,บริษัท เนเจอร์ ซีเล็คชั่น จำกัด,บริษัท เนเจอร์ ซีเล็คชั่น จำกัด,,24/2-4 ซอยสามเสน,,เขตพระนคร,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20117,1,,,25091TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.19+00,2024-06-05 00:00:00+00,0,0,,,,0105561152989,0,S,,,10200,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,D9ED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.643+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.197+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25096TP,บริษัท นูฟ เฟอร์นิเจอร์ จำกัด,บริษัท นูฟ เฟอร์นิเจอร์ จำกัด,,108/162 หมู่ที่ 5,หมูบ้านศุภาลัยวิลล์,อำเภอเมืองสมุทรสาคร,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20695,1,,,25096TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.213+00,2024-06-05 00:00:00+00,0,0,,,,0745561004283,0,S,,,74000,จังหวัดสมุทรสาคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,DFED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.65+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.217+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25097TS,บริษัท นพวรรฐ เดคคอร์ แอนด์ คอนสตรัคชั่น จำกัด,บริษัท นพวรรฐ เดคคอร์ แอนด์ คอนสตรัคชั่น จำกัด,,66/375 ถนนกาญจนาภิเษก,,เขตประเวศ,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20785,1,,,25097TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.233+00,2024-06-05 00:00:00+00,0,0,,,,0105562149116,0,S,,,10250,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,E5ED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.657+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.24+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25098TN,นางสาว นัตฑริกา แถลงนิตย์,นางสาว นัตฑริกา แถลงนิตย์,,"183/1 หมู่ที่2 ",,อำเภอพยุหะคีรี,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20800,,,,25098TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.257+00,2024-06-05 00:00:00+00,0,0,,,,1609900389266,0,O,,,60130,จังหวัดนครสวรรค์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,EBED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.66+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.26+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25099TN,บริษัท นิลแสงศักดิ์ จำกัด,บริษัท นิลแสงศักดิ์ จำกัด,,48/910 ซอยเสรีไทย 41 ถนนเสรีไทย,,เขตบึงกุ่ม,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20117,1,,,25099TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.277+00,2024-06-05 00:00:00+00,0,0,,,,0105551082171,0,S,,,10240,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,F1ED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.667+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.28+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25100TS,นาง นัสติยา อโนชาสุวรรณ,นาง นัสติยา อโนชาสุวรรณ,,63/57 ซ.ราษฎร์พัฒนา 5,,เขตสะพานสูง,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20785,1,,,25100TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.297+00,2024-06-05 00:00:00+00,0,0,,,,3330101191105,0,O,,,10240,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,F7ED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.673+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.303+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25102TP,นาย นพดล ทองถาวรกุล,นาย นพดล ทองถาวรกุล,,"128 ซอยเอกชัย 94 ",,เขตบางบอน,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20939,1,,,25102TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.317+00,2024-06-05 00:00:00+00,0,0,,,,3101500477064,0,,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,FDED48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.677+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.323+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25103TS,นางสาว นันทวัน ปวงสุข,นางสาว นันทวัน ปวงสุข,,107/186 หมู่บ้านฟลอร่าวิลปารืค เฟส 22 ซอยสุวินทวงศ์,,เขตหนองจอก,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20785,1,,,25103TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.34+00,2024-06-05 00:00:00+00,0,0,,,,1102700413803,0,O,,,10530,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,03EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.683+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.347+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25105TP,บริษัท ไนน์ อัพ บิลเดอร์ จำกัด,บริษัท ไนน์ อัพ บิลเดอร์ จำกัด,,"1268 ซอยเทียนทะเล26 แยก 6-1 ",ถนนบางขุนเทียน-ชายทะเล,เขตบางขุนเทียน,คุณนพดล ศิริภูวณิชย์,063-9011407,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,30,,20028,2,,,25105TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.36+00,2024-06-05 00:00:00+00,0,0,,,,0105545028764,0,,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,02 897-3372,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,911438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,09EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.69+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.367+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25106TP,นาย นเรศ กรุดพันธ์,นาย นเรศ กรุดพันธ์,,44/86 ซ.กรุงธนบุรี 2 ถ.กรุงธนบุรี,,เขตคลองสาน,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,,1,,,25106TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.393+00,2024-06-05 00:00:00+00,0,0,,,,3120100345844,0,,,,10600,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,0FEE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.697+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.397+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25107TJ,นาย นพดล ศรีสุวรรณ,นาย นพดล ศรีสุวรรณ,,199/2 หมู่ที่ 7,,อำเภอเมืองตาก,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20194,1,,,25107TJ,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.413+00,2024-06-05 00:00:00+00,0,0,,,,3639900137581,0,S,,,63000,จังหวัดตาก,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,15EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.7+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.42+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25108TP,นาย นันทภพ เซ็งเจริญ,นาย นันทภพ เซ็งเจริญ,,746 ซ.บางแค 14,,เขตบางแค,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20816,1,,,25108TP,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.437+00,2024-06-05 00:00:00+00,0,0,,,,3102201609415,0,,,,10160,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,1BEE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.707+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.44+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25109TS,บริษัท นพกร 1689 จำกัด,บริษัท นพกร 1689 จำกัด,,101/329 ซอย15 แยก1 ถนนเคหะร่มเกล้า,,เขตลาดกระบัง,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21053,1,,,25109TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.457+00,2024-06-05 00:00:00+00,0,0,,,,0105561156356,0,R,,,10520,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,21EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.713+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.463+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25110TN,นางสาว นุชไล โคตรชารี,นางสาว นุชไล โคตรชารี,,"133/4 ถนนประชาชื่น ",,เขตบางซื่อ,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21470,1,,,25110TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.48+00,2024-06-05 00:00:00+00,0,0,,,,3101403524193,0,O,,,10800,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,27EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.717+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.487+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25111TS,บริษัท นิว เดคอเรทีฟ จำกัด,บริษัท นิว เดคอเรทีฟ จำกัด,,"70 หมู่ที่ 2 ",,อำเภอครบุรี,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21053,1,,,25111TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.503+00,2024-06-05 00:00:00+00,0,0,,,,0305565001967,0,S,,,30250,จังหวัดนครราชสีมา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,2DEE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.723+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.51+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25112TJ,นาย นัตดนัย ละครหาญ,นาย นัตดนัย ละครหาญ,,"81 หมู่ท���่ 4 ",,อำเภอเกษตรวิสัย,,,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20274,1,,,25112TJ,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.527+00,2024-06-05 00:00:00+00,0,0,,,,1450200118611,0,R,,,45150,จังหวัดร้อยเอ้ด,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,33EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.73+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.53+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25113TS,นาง หนูกุล บุษดีวงศ์,นาง หนูกุล บุษดีวงศ์,,99/243 หมู่ที่ 7,,อำเภอบางพลี,,080-542-9322,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21053,1,,,25113TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.547+00,2024-06-05 00:00:00+00,0,0,,,,3341400608505,0,R,,,10540,จังหวัดสมุทรปราการ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,39EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.737+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.557+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25114TN,บริษัท นิชโช เอเซีย (ไทยแลนด์) จำกัด,บริษัท นิชโช เอเซีย (ไทยแลนด์) จำกัด,,8 ซอยร่มเกล้า17แยก1,,เขตลาดกระบัง,คุณโทชิคาซึ ฟูกาโน่,02-1152407-8,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,ST,,,,,0,45,,21468,2,,,25114TN,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.573+00,2024-06-05 00:00:00+00,0,0,,02-1152409,,0105529022196,0,P,,,10520,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,02 717-2597-8,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,941438EA-9C0E-EF11-A64E-00505684417F,8A5685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,3FEE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.74+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.58+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25115TS,นางสาว นพมาศ เรือนคำ,นางสาว นพมาศ เรือนคำ,,212 หมู่ที่ 6,,อำเภอห้วยแถลง,,083-2147519,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,21053,1,,,25115TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.6+00,2024-06-05 00:00:00+00,0,0,,,,1100701283324,0,R,,,30240,จังหวัดนครราชสีมา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,45EE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.747+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.607+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
25116TS,บริษัท นิว เชนจ์ กรุ๊ป จำกัด,บริษัท นิว เชนจ์ กรุ๊ป จำกัด,,99/10 หมุ่ที่ 1 ถนน ธนบุรี-ปากท่อ กม16,,อำเภอเมืองสมุทรสาคร,,034-812546,,,,,BANGKOK,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20126,1,,,25116TS,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:25:12.623+00,2024-06-05 00:00:00+00,0,0,,,,0745566002921,0,R,,,74000,จังหวัดสมุทรสาคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,4BEE48A1-E222-EF11-84C2-00505684FB3B,2024-06-05 02:23:46.753+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:25:12.627+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
